claim,evidence,label
"US Representative Alexandria Ocasio-Cortez tweeted, ""I see people are rushing out to fill up their cars for this hurricane at the gas station. This wouldn’t be an issue if they had electric cars. If the power is out for a week how are they going to get gas? We need to start planning ahead and moving forward.""","['No results found through an advanced search on Twitter for the words “I see people are rushing out to fill up their cars for this hurricane at the gas station. This wouldn’t be an issue if they had electric cars.” from  Alexandria Ocasio-Cortez.', 'Politwoops tracks deleted tweets by public officials, including people currently in office and candidates for office.', 'The tweet was not found in a search on Politwoops through Alexandria Ocasio-Cortez’s deleted tweets of August and September 2019 (around the time the claim was made).']",REFUTED
"Donald Trump threatened economic sanctions over recent xenophobic violence in South Africa with a posted tweet stating “This barbaric attacks by South African is very disappointing, its time we put South Africa under strong economic sanctions, first it was the minority White people now its African. Either Cyril get his people in line or we pull out all our investments and they learn.”",['Not made by trumps account according to its archives.'],REFUTED
"The last time people created a Hollywood blacklist, people ended up killing themselves. They were accused, and they lost their right to work.",['Bartley Crum committed suicide in 1959.'],SUPPORTED
"Author Theodor Seuss Geisel once said, “Be who you are and say what you feel, because those who mind don’t matter and those who matter don’t mind.”","['Bernard Baruch', '""Age is an issue of mind over matter. If you don\'t mind, it doesn\'t matter.""\nMark Twain (1835-1910) American author and humorist']",REFUTED
Life expectancy in the UK is falling,"['“The slowdown in life expectancy improvements in the UK has continued, as 2015 to 2017 saw the lowest improvements in life expectancy since the start of the series in 1980 to 1982. Some decreases in life expectancy at birth have been seen in Scotland, Wales and Northern Ireland whilst in England life expectancy has remained unchanged from 2014 to 2016. This slowing in improvements is reflected in the chances of surviving to age 90 years from birth, which has also seen virtually no improvement since 2012 to 2014.”']",REFUTED
America has more governors who’ve worn blackface than black governors,"['Gov. Kay Ivey is contacting state legislators, and apologizing for her role in a racist student skit from her time as an Auburn student.\n\nIvey was president of her Alpha Gamma Delta pledge class at Auburn. Photos of her sorority sisters in blackface emerged earlier this year. None showed the governor.\n\nBut Thursday she apologized after audio emerged of a skit at a Baptist Student Union Party. The audio is a radio interview of Ivey and her then-fiance, Ben LaRavia. He describes Ivey as wearing blue coveralls and said she “had put some black paint all over her face.”']",SUPPORTED
I-Pill contains arsenic.,['There is no mention of arsenic.'],REFUTED
Crimea was taken away from President Obama.,"['It is part of Ukraine Territory.', 'The U.S. exercised a certain influence among certain Kiev and Ukrainian politicians – how much and whom is disputed – but the U.S. never ‘had’ Crimea."" - Susanne Wengle, a political scientist at the University of Notre Dame.']",REFUTED
Japan has refused to import even a needle from US as a mark of patriotism as Americans had nuked Hiroshima and Nagasaki in 1945.,"['In 2018 US exports to Japan were USD 75,149.3 million.']",REFUTED
President Donald Trump can force US firms out of China.,"['The International Emergency Economic Powers Act of 1977 grants sweeping powers to the President to control economic transactions.', 'Congress may want to consider whether IEEPA\nappropriately balances the need for swift action in a time of crisis with Congress’ duty to oversee executive action. Congress\nmay also want to consider IEEPA’s role in implementing its influence in U.S. foreign policy and national security decision-making.']",SUPPORTED
The 5G radiation is bad for humans.,"['There has been research on exposure to radio frequencies over the years.', 'Higher frequency waves come from x-rays, uv rays and gamma rays, and are ionising and can damage DNA in humans.', ""Lower frequency waves, like the radio waves of mobiles are non-ionising radiation, and don't damage DNA."", 'There is no convincing evidence that exposure to the radio waves of 5G can have any adverse health effects.']",REFUTED
President Trump wanted the USA to buy Greenland from Denmark.,['Although no official offers were made he had put the idea out there.'],SUPPORTED
Trump has challenged Nevada’s new state election law - that requires mail-in ballots to be sent to all active voters amid the coronavirus pandemic - in court. Nevada’s Republican Secretary of State has asked the judge to dismiss the Trump lawsuit.,"['Plaintiffs Donald J. Trump for President, Inc., the Republican National Committee and Nevada Republican Party filed a lawsuit on 8th August 2020.', 'In a court filing Monday, Cegavske’s attorneys asked a judge to dismiss the lawsuit and contended that the lawsuit addresses a policy debate that should occur outside of a courtroom. The filing also said the Trump campaign and Republicans who filed the suit don’t have legal standing to make their argument and don’t explain how they’d be harmed by changes in the law.']",SUPPORTED
Andrew Jackson said “One man with courage makes a majority.”,['There is no evidence that he said that quote at all.'],REFUTED
"Pennsylvania just opened up a $10 billion plant, during the presidency of Donald Trump, this would never normally have happened because they wouldn't have allowed them to frack.","['Shell is building a chemical plant that coverts natural gas to plastic products.', ""The plant predates Donald Trump's presidency.""]",REFUTED
