claim,evidence,label
Rodrigo Duterte changed his position again on opening in-person classes amid the coronavirus 2019 pandemic.,"[""May 25\nThe president says it is \u201cuseless\u201d to talk about opening of classes \u201cunless [he is] sure that [school children] are really safe\"":\n\n\u201cI will not allow the opening of classes na magdikit-dikit iyang mga bata... Bahala na hindi na makatapos...wala nang aral. Laro na lang\u2026Para sa akin, bakuna muna.\u201d\n\nJune 5\nStill intent on waiting for a vaccine, Duterte announces that he is considering the proposal of the Department of Education (DepEd) to use teleconferencing as an alternative to face-to-face classes:\n\n\u201c[I]f she (Education Secretary Leonor Briones) has [the technology] or if we can afford it, we\u2019ll buy it and...the children can continue with their education.\u201d""]",SUPPORTED
The City of New York could not proceed with the case of murder of Eric Garner because the Justice Department was pursuing its prosecution.,"[""De Blasio also said that it was a mistake for the city to wait for federal prosecutors to finish investigating Garner\u2019s death before the police department began disciplinary proceedings. But there is no rule requiring the NYPD to do so."", ""Nolan Hicks of the New York Post tweeted: 'There was nothing that prevented the de Blasio administration legally from bringing the administrative charges against Daniel Pantaleo while waiting on the Justice Department. City Hall says they held off on the Justice Department's behest.'""]",REFUTED
"After Aurora in 2012, the Colorado governor passed tougher gun control laws.","[""Firearms sales are surging in the wake of the Colorado movie theater massacre""]",NOT ENOUGH INFO
Pinning Down Prescription Drug Prices,"[""Trump declared that cutting drug prices was a top priority for him."", ""For years, congressional Democrats have tried to pass legislation to allow Medicare to negotiate prescription drug prices for millions of beneficiaries.\n\nU.S. Reps. Elijah Cummings (Democrat.) and Peter Welch (Democrat.) met privately for about an hour with Trump and his newly appointed HHS secretary, Tom Price, to discuss ways to combat high drug prices.""]",SUPPORTED
"Albert Einstein once said, “Art is standing with one hand extended into the universe and one hand extended into the world, and letting ourselves be a conduit for passing energy.”","[""Page shows a negative result from the search of the online archive."", ""Page shows a negative result from the search of 'The Ultimate Quotable Einstein'.""]",REFUTED
Pro-Kremlin Pundit Blames Demonstrators for Police Crackdown on Moscow Protest,"[""He's referenced as a \""Political Expert\"" or Political Scientist on different news articles, such as the News Agency Novosti Pridnestrovya that quote him as a \""Political Expert.\"" This satisfies the definition for  \""Pundit.\"""", ""Alexey Martynov, Political scientist said the protest was an \""attempt to organize mass riots in the center of Moscow with a provocation of law enforcement agencies for a harsh reaction\""""]",SUPPORTED
"The Nationals party, represents the poorest electorates in Australia.","[""Two data sets measuring the poverty line and disadvantage by federal electorate both show that electorates represented by the Nationals are on average worse off than those represented by the Labor and Liberal parties."", ""further analysis which estimates the worst off 5 per cent of electorates held by the Nationals, Labor and the Liberal Party shows the Nationals and Labor with similar results for poverty and disadvantage, making the picture less clear.\n\nMinor parties such as the Greens were not included in this analysis as each minor party only represents a single electorate; a statistician told Fact Check that a comparison cannot be made using one data point against parties that hold many more electorates.""]",NOT ENOUGH INFO
India’s Debt From The World Bank Reduced To Zero Under PM Narendra Modi in July 2019.,"[""The International Bank for Reconstruction and Development (IBRD) lends to governments of middle-income and creditworthy low-income countries."", ""The International Development Association (IDA) provides interest-free loans \u2014 called credits \u2014 and grants to governments of the poorest countries""]",NOT ENOUGH INFO
"Rep. Ilhan Omar ""voted yes"" to ""provide further funding for the 9/11 First Responders Victims Fund","[""The voting record for the  bill to give more funding to the first responders and victims of 9/11 shows the representative Ilhan Omar voted 'YES' to it.""]",SUPPORTED
"Abraham Lincoln said ""America will never be destroyed from the outside. If we lose our freedoms it will be because we have destroyed ourselves from within.""","[""Lincoln did not say those words but when talking about the approach of danger, he said \""it must spring up amongst us. It cannot come from abroad.\"" So the context is similar although the specific words were not his."", ""Lincoln did not say those words but when talking about the approach of danger, he said \""If destruction be our lot, we must ourselves be its author and finisher.\"" So the context is similar although the specific words were not his.""]",REFUTED
President Donald Trump’s 2020 campaign is selling plastic straws with the president’s name on them.,"[""The 2020 online collection incudes res plastic straws with \""Trump\"" in white letters.""]",SUPPORTED
Obama ‘Yanked’ Citizenship Question From Census,"[""Obama did not remove the question from the census and over the past 10 years it has been asked more frequently than it was before his two terms in office.""]",REFUTED
Judge in Epstein Case Found Dead of Apparent Suicide,"[""The stories are described as satire: Junk News by the site themselves.""]",REFUTED
Atiku Abubakar chaired a council that “paid off Nigeria's entire debt” in 2006.,"[""Nigeria still had 3.54 billion in debt that year.""]",REFUTED
Former Vice President Atiku Abubakar and His Team Cleared Nigeria’s Entire Debt In 2006.,"[""Nigeria was still in debt."", ""Figures show it had 2.20ngn trillion total debt in 2006.""]",REFUTED
"US senator Elizabeth Warren said, ""The law says that mental health must be treated the same as physical health,"" but coverage by health insurers is unequal.","[""Health professionals treat physical problems much more efficiently than mental health problems.""]",SUPPORTED
Food stamp participation in America hits 10 year low.,"[""Dec 2009 = 308,495,000\nDec 2019 = 337,345,000""]",SUPPORTED
"Alexandria Ocasio-Cortez said  ""I’m speaking with myself, number one, because I have a very good brain and I’ve said lots of things.""","[""There is no claim source in the metadata""]",REFUTED
The State of Florida passed a law that makes nudity legal at all public beaches.,"[""The original law stands, except for on nudist beaches""]",REFUTED
"That Joel Osteen's Ministries charge people for prayers via a ""prayer request account.","[""Lakewood Church has been warning people about a Facebook account posing as \""Joel Osteen Ministries,\"" which has been asking people for donations up to $50 to activate prayer request accounts.\nA church spokesperson said she didn't know where the post originated. She said the Lakewood social media team saw hundreds of people receiving the fake messages.\n\nThe church quickly notified people that that they do not, in fact, charge for prayer requests.""]",REFUTED
